title,release_date,rating,description,metascore
Dragon Ball Z: Ultimate Tenkaichi,2011-10-25,T,"The upcoming Dragon Ball Game Project is currently in development by Spike Co. Ltd., who are honing their considerable talents to create a new landmark game for the Dragon Ball Z franchise.  The game features upgraded environmental and character graphics, with designs drawn from the original manga series.  Destructible battle fields, including massive craters and ki energy blasts cutting across the sky deliver a more dynamic experience and immediate sense of urgency to the exhilarating fights.  An enhanced story mode drops players into the rich Dragon Ball Z universe, filled with beloved characters and powerful enemies. An accessible battle system allows gamers of all ages will be able to hold their own in fast-paced battles, while still retaining tactical depth for hardcore fans.",58
The Lord of the Rings: Aragorn's Quest,2010-09-14,T,"In The Lord of the Rings: Aragorn's Quest, preparations are underway in Hobbiton for a great party to welcome Aragorn, King of Gondor, and honor Samwise Gamgee for his service during the War of the Ring. The children of the town are eager to learn more of this great man and so Samwise, now Mayor, embarks on a tale of the revered warrior, Strider - as Aragorn is known in his Ranger days - and his most valiant battles. Players assume the role of Aragorn and embark on his greatest quests from The Lord of the Rings trilogy as they wield his sword, bow or spear on foot and on horseback through an action-packed gameplay experience. On the Wii platform, two-player co-op gameplay featuring Gandalf will allow kids, families and friends to work together in the heart of the action. [Warner Bros. Interactive Entertainment]",58
Ninja Gaiden 3,2012-03-20,M,"Ninja Gaiden 3 aims to take players on a journey with their hero Hayabusa once more, but this time they’ll see more from their protagonist than they ever imagined. For the first time, we’ll get a look at the world through Hayabusa’s eyes, and find out what drives him to fight, and kill. At the center of the conflict this time around is a masked man whose motivations and goals are unclear. Through mysterious powers, he changes Hayabusa – and the lines between hero and villain, good and evil, are blurred forever. Featuring a new story, new gameplay and new modes, Ninja Gaiden 3 marks a new direction in this fan-favorite franchise. Team NINJA will change the way fans think about ninja and Ryu Hayabusa himself. Players will learn what it feels like to “cut someone down” through their experiences in the game. The game will also feature online multiplayer, both co-op and competitive, that will add a completely new experience to Ninja Gaiden. The shadowy world of ninja has never been presented this way, and Ninja Gaiden will never be the same! Pick up the Dragon Sword once more, sharpen its blade and hone your skills. An adventure unlike any other awaits you. [Microsoft]",58
Bladestorm: The Hundred Years' War,2007-11-06,T,"Bladestorm heralds a break from the tradition of basing games on Japanese and Chinese history by being set within the Hundred Years' War. This famous European conflict between the English and French provides the setting in which hundreds upon hundreds of soldiers clash on the battlefield. If you thought the massively populated battles in the Dynasty Warriors games were huge, think again. [KOEI]",58
Army of Two: The Devil's Cartel,2013-03-26,M,"Players assume the roles of mercenaries battling a Mexican drug cartel in the town of La Puerta in Army of Two The Devil’s Cartel. This third-person co-op action-shooter utilizes the new Frostbite 2 engine for optimal destruction. You and your partner shoot and destroy anything and everything in your path to bring down a violent drug cartel that’s taken control of Mexico. In partner-based missions, each player has to take on and meet individual objectives to achieve a common goal. The more effective your teamwork, the greater your combined reward as the new Overkill mode thrusts devastating power upon you for truly grandiose mass destruction. Play as you will in 2-player local split-screen or online co-op.",58
The King of Fighters XII,2009-07-24,T,"The legendary 3-on-3 fighting game series that united rival brawlers from SNK Playmore's classic arcade franchises celebrates its 15th Anniversary in style with the release of The King of Fighters XII. For the first time in its history, this epic martial arts showdown has undergone a complete graphical overhaul.  The antiquated character sprites used over the past 14 years have been dropped in favor of all-new, high-resolution fighters fluidly animating across painstakingly detailed, 100% hand-drawn backgrounds. [SNK Playmore]",57
Transformers: Dark of the Moon,2011-06-14,T,Transformers: Dark of the Moon thrusts players into an original storyline that takes place before the events of the film.,57
Datura,2012-05-08,T,"Finding yourself in a mysterious forest, you will navigate your way through the game by controlling your character's hand using Playstation Move technology. From here, you are immersed into the game's unique experimental narrative and original way of interaction, which enables you to experience the world not only visually, but also empirically - an illusion that you can actually touch trees, faces, and other objects.",57
Landit Bandit,2010-07-13,E10,"[Playstation Network]  Landit Bandit is a 3D helicopter game for the Playstation 3. It combines modern technology with retro design to provide a unique experience for console gamers. Defy gravity over 20 levels in either singleplayer or co-op splitsscreen campaign mode, or battle your friends in 6 different duels. The game comes with intuitive controls that will have you playing instantly, but make no mistake, this gem rewards both skill and training. Whether you are mastering the art of the ninjarope to shave valuable seconds of that online highscore or attempting that epic coconut throw at your splitscreen opponent, Landit Bandit promises to keep you coming back.",57
Dynasty Warriors 7,2011-03-29,T,"In the new Story Mode, follow the ascent and fall of heroes. In Dynasty Warriors 7, experience a new Story Mode and follow the captivating story of our Kingdoms battling for rule of China. Experience the individual tales of the Shu, Wu, Wei and the new Jin kingdomes as they shape China from the warring chaos at the end of the Later Han period to the division of the Land into Three Kingdoms. Take your faction through this key point in history and tell the story of the Dynasty that rose to seize power and unify the country once again. Immerce yourself in the epic scale of each Kingdom's story, viewing events from the eyes of a different character in each stage. Now is your chance to live through an intense historical drama of greetings and goodbyes, friendships, feuds and rivalries.",57
Akiba's Trip: Undead & Undressed,2014-08-12,M,"An open-world action RPG which sees players undertaking a myriad of missions in a recreation of Akihabara, Tokyo's notorious ""Electric Town"" district. Your goal is to identify vampires called ""Synthisters"" with the assistance of an in-game smartphone app, then engage them in battle to strip off their clothes so their bodies are fully exposed to sunlight.",57
Faery: Legends of Avalon,2011-01-12,E10,"Faery: Legends of Avalon is a Role Playing / Adventure game packed with an original and unique atmosphere, and a graphics design close to illustration. The game immerses players in a fantasy world inhabited by many colourful characters and magical creatures.",57
Of Orcs and Men,2012-10-16,M,"Of Orcs and Men first puts you into the role of an elite Orc soldier from the legendary legion of Bloodjaws, a league of warriors deeply involved in the war opposing the Orcs and Goblins on one side to their persecutors, Humankind. As a veteran warrior who has seen the most brutal of battles, you are appointed by the Orc commander to complete a mission that could change the course of the war: kill the one man responsible for all of this bloodshed, the one who has, for years, exhorted the human masses to loath and fight the green-skinned people: the Emperor himself.",57
Hunted: The Demon's Forge,2011-05-31,M,"Set in a dark fantasy world, Hunted: The Demon's Forge is an unforgettable cooperative action game, pitting you and your partner against waves of vicious enemies. Taking control of either E'lara, a ranged weapon expert, or Caddoc, a master swordsman, you must use a variety of weapons, powerful spells, and cover tactics to battle your way through menacing dungeons, overgrown ruins, and downtrodden towns. Discover secrets and complete co-op-based puzzles whilst exploring the sinister world to discover answers to the game’s deep, dark mysteries. The dark ages have become corrupted. Heinous creatures have emerged from underground. Townsfolk across the land are disappearing. Upon the promise of their fortune in gold, mercenaries E’lara and Caddoc take on the daunting task of discovering where the innocent villagers have been taken. Their journey will lead them on a dark and twisted path where they will encounter death, slavery, and sacrifice. Travel deep within the world of Kala Moor...and to the secrets of The Demon's Forge.",57
NASCAR 08,2007-07-23,E,"Take the wheel and drive your way to the NASCAR Nextel Cup Series championship. As the new rookie driver on the circuit, develop your racing skills to gain licenses and contracts from hungry owners and unlock legendary top performing cars from NASCAR's biggest stars. Gain new experiences during every race then modify your car's handling with over 40 tuning options to truly master every track. Share your setups with NASCAR's gaming community, then challenge the field in live races with up to 16 players online. Experience tomorrow's racing today in NASCAR 08. [Electronic Arts]",57
DreamWorks Shrek Forever After,2010-05-18,E10,"Gamers adventure through a variety of locations from the Shrek universe, solve challenging puzzles and battle exciting new enemies as they morph between Shrek’s normal world and his alternate reality…and ultimately conquer that crafty Rumpelstiltskin!  The game offers a fun-filled social and collaborative experience with its co-operative multiplayer mode, allowing up to four players to work together through the single player story.  [Activision]",57
Invincible Tiger: The Legend of Han Tao,2009-08-27,T,"[Playstation Network]  Han Tao, General of a Thousand Victories, has pledged his life to protect the legendary Star of Destiny, a mysterious artifact recently stolen by the Evil Overlord. Han Tao will face a cavalcade of enemies, ranging from standard grunts to undead horrors in his quest to recover the sacred Star. Luckily Han Tao is well versed in intense combos, slick counter-moves, the art of deadly weapons, and mystical Zen attacks. By filling up Han Tao’s Zen Meter with punishing combos and well timed dodges, players can unlock the full potential of his true power and decimate the opposition. Invincible Tiger: The Legend of Han Tao offers a variety of modes for both online and local play: Team up with a partner and take on the Evil Overload’s diabolical army through Story Mode Co-op. Carefully battle through each stage with increased difficulty and a shared Zen Meter. Combat techniques learned through the single player game will serve players well as all-out brawls will leave stragglers in the dust. Endurance Mode has players battling an endless stream of enemies under a specific time limit. Post your scores online for bragging rights. [Namco Bandai Games]",57
Rise of the Argonauts,2008-12-16,M,"Rise of the Argonauts immerses gamers in a gladiatorial adventure, set in wondrously imagined vision of ancient Greece. With deep exploration and epic quests, players live a life of brutal combat as they lead a team of iconic warriors - including Jason, Hercules and Atalanta - through a world ruled by mythological gods. [Codemasters]",57
Wizardry: Labyrinth of Lost Souls,2011-05-16,T,"Following in the grand tradition of the Wizardry series is the very first version available for today&acirc;€™s Next-Gen gamers; Wizardry: Labyrinth of Lost Souls features a deceptively simple game system complementing deep and involving dungeon designs.  Hardcore RPG fans will find an extensive and grueling 1st-person 3D grid-based dungeon crawl experience rendered in high-definition with hand-drawn characters and sprites by famous commercial artist Yuki Hayabusa. Players will develop a party of up to six members culled from a rich mix of five races and eight classes, and prepare to encounter over 120 different monsters.",57
Rocketmen: Axis of Evil,2008-03-06,E10,"[Xbox Live Arcade]  In this arcade shooter, players join the heroes of the Alliance of Free Planets in their white-knuckled, frenzied struggle to free the Solar System from the tyrannical grip of the Legion of Terra. Up to four players will be able to cooperatively shoot their way through multiple levels, powering up their weapons, picking up bonuses and laying waste to anything that moves. Online multiplayer gameplay through a variety of mini games that let players instantly jump into existing games. Design and build your own character for both single and multi-player games, each with their own. Three races - Human, Mercurian or Venusian; Three classes - Fighter, Engineer, Outcast. Further character customization options through new items and abilities earned by progressing through a variety of quests. Multiple hours of gameplay with plenty of levels, hordes of enemies, huge bosses and engaging story for maximum replay value. Beautiful cartoon-like art style brings life to the characters and environments. Competitive online ranking system. [Capcom]",57
Dragon Ball: Raging Blast,2009-11-10,T,"Interactive and destructible environments bring a new layer of intensity to the battle stages featured in Dragon Ball: Raging Blast. Smash opponents into rocks to increase their damage count and gain the upper hand in battles. Featuring the series’ trademark combat style, the game hosts a variety of the most popular characters taken from the series, all of which have enhanced features such as facial expressions for a deeper level of immersion into the Dragon Ball universe. Dragon Ball: Raging Blast boasts superior graphics that enhance the sense of the characters’ speed and power. In addition to classic signature moves, characters also benefit from a new ""Super Rising"" move which allows more variety in the battle stages and lets players explore new areas of the Dragon Ball universe. [Namco Bandai Games]",57
Mugen Souls Z,2014-05-20,T,"Undisputed God of the Universe Chou-Chou returns with her crew for a brand-new story revolving around the zodiac. Taking place immediately after the first game, you take control of the goddess Syrma, who meets Chou-Chou just after the end of the first game's events. Syrma is out to stop an ancient threat to her world that has recently awakened.",57
Toy Home,2007-12-20,E,"[Downloadable Game]  Toy Home is an exciting toy car racing game where your house becomes the racetrack. Weave between other toys strewn across a bedroom floor, hurtle across kitchen tables, dodge toy soldiers and zoom along model railway tracks in moonlit playrooms. The aim of the game is to collect coins, discover hidden medals and hit every checkpoint before the time runs out – and there are bonus points available for every jump, smash and flip you make. Toy Home is manic, miniature racing fun! Miniature Racing Action - 4 racing modes, including split-screen offline multiplayer and online battle modes, and 8 unique courses. SIXAXIS Wireless controller - Tilt the controller left or right to steer, perform back flips in the air, or master cornering. Global Online Ranking - Play for your personal best in Ranking Mode and challenge the high scores on the online leaderboard. [SCEA]",57
Borderlands: Mad Moxxi's Underdome Riot,2010-01-07,M,"[Playstation Network]  Mad Moxxi's Underdome Riot is an add-on pack for Borderlands that includes a new cooperative arena game mode and a stash to store your gear. Are you god's gift to gun fights? Think you're the best? Wanna prove it? Then help us celebrate the grand opening of Marcus Bank (a subsidiary of Marcus Corp) by killing hundreds and hundreds of people in Mad Moxxi's Underdome Riot, the only competitive arena around where your next of kin can be assured that you're coming back famous . . . or not at all. [Microsoft]",56
BlackSite: Area 51,2007-12-10,T,"Featuring a powerful single-player campaign, along with multiple online multiplayer modes,
BlackSite: Area 51 delivers vicious combat action, next generation graphics and A.I., and a plethora of powerful weapons and vehicles.  Set in present day, players take the role of a decorated military veteran charged by the government to lead a squadron of ""secret soldiers,"" each with his/her own specialty skill set, into the Rachel, Nevada area to fight off the invasion of unidentified enemy races. The player’s modern-day emotions and fears are driven into a world charged with grave responsibility affecting lives hanging in the balance and eventually finding himself torn between his professional orders and his own ethical standards.  In the end, only the actions of the player and his squad can shape the outcome of BlackSite: Area 51 during this potentially pivotal moment in history. [Midway]",56
Sacred 3,2014-08-05,M,Sacred 3 is an action role-playing game experience with accessible yet sophisticated gameplay.,56
TV Superstars,2010-10-12,E,"Cook, Model, and boogie your way past 15 minutes of fame and into celebrity stardom! Use the PlayStation Eye camera’s unique face-capture technology to place you, friends and family into the starring roles of five action-packed TV shows. Then use your PlayStation Move motion controller to physically compete and rise to the top of the “A list” to become a household name. Battle it out on the red carpet, pose for paparazzi photographs, and sign autographs to become the Star you’ve always wanted to be!",56
The Chronicles of Narnia: Prince Caspian,2008-05-15,T,"The Chronicles of Narnia: Prince Caspian takes players throughout Narnia and includes a level, which is unique from both the novel and the film. The level, which is set between the events of ""The Lion, The Witch and The Wardrobe"" and Prince Caspian, takes place at the castle of Cair Paravel and tells the story of how Narnia fell to the Telmarine hordes. In Prince Caspian, Cair Paravel is seen only as abandoned ruins the Pevensies discover hundreds of years later. The action/adventure game offers gameplay for one or two players on the same system and drop-in/drop-out features, allowing either player to join the game and leave. With combat, exploration and puzzle solving that extends beyond the film, The Chronicles of Narnia: Prince Caspian is the ideal complement to the movie-going experience. The game features more than 20 playable characters including the ability to play as Prince Caspian. [Disney Interactive]",56
Spelunker HD,2010-11-23,E,Go on an underground adventure exploring the center of the earth in Minna de SPELUNKER.,56
Inversion,2012-06-05,M,"Assume the role of young father and husband Davis Russell who is thrust into war when his tranquil city is invaded by an unknown enemy. With his daughter unaccounted for and conventional weapons and tactics useless, this typical cop and his partner Leo Delgado step up to heed the call of duty, master the fundamental forces of gravity and save the world.",56
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010-01-12,E,"Experience the thrill and adrenaline of the Olympic Winter Games of Vancouver 2010. Carve your way down the slopes and across the ice as you aim to reach the pinnacle of your sport and claim a gold medal for your country. Featuring only the fastest, highest and most spectacular events from the Olympic Winter Games, Vancouver 2010 immerses the player, first person, in the adrenaline, danger and glory of the world’s greatest winter multisport event. Feel the speed and adrenaline of the athletes at the Olympic Winter Games at each Olympic venue; hurtle down mountains, ice runs, over jumps and around ice rinks. 14 Premium events in which to earn gold - Including giant slalom, snowboard cross, downhill and bobsleigh, every event focused on speed or danger, and most on both. Fine tune your skills in a range of challenge modes. Such as 'Smashing the Snowmen' and 'Speed Bands' in a first for this kind of mode in an official Olympic title. Take your snow boots online. Set a new world record and see if anybody can knock you off the top of the leaderboard. Defeat your friends online or in the front room. Earn the ultimate bragging rights in up to 4 player split-screen action, or in online head-to-head competition. [Sega]",56
Red Johnson's Chronicles - One Against All,2012-09-11,M,"Red Johnson's Chronicles is an action adventure/puzzle game that is played out in the style of a television crime show like Professor Layton meets CSI. In the game, players take on the role of Red Johnson, a private investigator on the streets of a city where the crime rate is skyrocketing. Players must use clues, solve puzzles and question witnesses to investigate a murder, all while staying out of harm's way.",56
MUD - FIM Motocross World Championship,2013-02-26,T,"MUD - FIM Motocross World Championship is the only videogame that exclusively features the MX1 and MX2 championships, as well as the amazing Monster Energy FIM Motocross of Nations. The brand new game engine features 14 different bikes, 84 riders (including stars such as Ryan Villopoto, Tony Cairoli, Chad Reed, Ryan Dungey and Ken Roczen) and 12 official tracks, and also features fully deformable terrain conditions, a realistic MX handling model and much more. MUD - FIM Motocross World Championship promises to deliver the most challenging and fulfilling motocross gaming experience ever seen.",56
Short Peace: Ranko Tsukigime's Longest Day,2014-09-30,M,short Peace is an anime compilation: – a unique mix of Japanese entertainment that gathers four short films and a video game in one disruptive package.,56
Start the Party!,2010-09-07,E,"Step into an animated augmented virtual reality in Start The Party!, a collection of interactive social party games for the whole family. Start The Party! transforms the PlayStation Move motion controller into an array of virtual props that players hold in their hand to twist, cut, swat, paint, pop, and jab their way through a series of fast-paced challenges requiring skill, speed and precision. Players are fully immersed into Start The Party! as the PlayStation Eye displays the players and their surroundings within the game's colorful user interface, making them the star of the game.",55
Genji: Days of the Blade,2006-11-14,T,"Based on the PS2 game ""Genji,"" and set three years after the last chapter of Genkuro Yoshitsune's life, this sequel continues to expand on the historical accounts of feudal Japan. By doing so, the game unveils beautiful next generation visuals and sword slashing gameplay as an exclusively developed title for PS3. In gameplay, Genji 2 is presented as a ""traditional"" action/adventure gaming experience and features more than double the amount of gameplay than its predecessor. Gameplay includes more diverse levels of fighting, and more playable characters - all underlying an epic tale of a warrior's honor that promises to deliver a genuine next-generation experience. Features over 15 hours of gameplay continuing the story of Yoshitsune and based on the historical battle between the Genji Clan and the Heishi Clan. Swap between Four Playable Characters, At Any time – Take advantage of each of the four characters' unique fighting style or unleash devastating team-based fighting combos by interchanging characters between attacks. Gracefully articulated swordplay captured by Mitsuhiko Seike, Japan's finest sword fighter, provides the heart and soul of intense authentic action. Lead Yoshitsune and his men against hundreds of warriors, as you strive to reach, and defeat, the enemy warlord in epic battle sequences based on Japanese history. [SCEA]",55
The Incredible Hulk (2008),2008-06-05,T,"Fast-paced and action-packed, the blockbuster franchise and comic book saga unfolds for the first time on next-generation platforms, as Banner scours the planet trying to find anything to help him fight his involuntary rage. Take the role of one of Marvel's most powerful Super Heroes in The Incredible Hulk, a third-person action video game. Gamers can demolish anything in their path, including lampposts, passing cars and even buildings. The fury-fueled game also features key moments from the film, as well as additional plotlines and characters from The Incredible Hulk universe. Players crash through New York City, battling gigantic enemies amidst soaring skyscrapers in a massive open world. [Sega]",55
Monster Madness,2008-08-05,T,"Our story begins in a typical house on a Friday night, one seemingly like any other within the quiet, safe streets of Suburbia. Zack is at home on a ""study date"" with Carrie, though he is desperately trying to interest her in more than just his math skills. While Zack is preparing to proclaim his eternal devotion, his friend Andy busts in, pestering Zack to finish the design for a new rocket-powered skateboard. Before Zack can order him and others to leave, some unexpected guests suddenly arrive and these guys are hungry...FOR BRAINS! Zombies break through the front door, and Zack's house is soon swarming with the Undead. The four intrepid teenagers manage to contain their fright, and using all sorts of household weaponry they actually fend off this zombie assault. However now they must contend with a full-scale suburban invasion, and everything from Werewolves to Witches are on the rampage - Oh My! And where has everyone else gone? Together, Zack, Carrie, Andy, and Jennifer resolve to wage a Battle for Suburbia, rescue their missing neighbors, and discover the ultimate source of this monster onslaught. The secrets they'll uncover throughout this adventure will explain the shocking truth behind their little town. [SouthPeak Interactive]",55
Haze,2008-05-20,M,"Twenty-five years in the future. Governments have outsourced military operations to private multinational corporations. As Jake Carpenter, a newly enlisted soldier in the Mantel army, you are seeking fulfillment and thrills by fighting for a good cause. Thanks to their high-tech arsenal of vehicles, deadly weaponry, and performance enhancing bio-medical support, the Mantel Corporation's ruthlessly efficient soldiers are the most feared by terrorists, dictators, and the corporation's political enemies. Your conflict begins in a war-torn country in South America, where you have been sent to fight a vicious rebel faction, The Promise Hand. At first glance, all is well, but things quickly begin to look a little strange... State of the art multiplayer modes Fire up your console or PC for online battles on one of two carefully balanced sides. Choose from a variety of online modes including furious co-op action with your friends! [Ubisoft]",55
Medal of Honor: Warfighter,2012-10-23,M,Medal of Honor Warfighter is an up close and personal look at today's battlefield and the fight against the ongoing global terror threat.,55
Hyperdimension Neptunia Victory,2013-03-21,T,"Several years after preventing Arfoire's revival, Gamindustri has remained at peace without any major issues. The CPUs and their younger sisters have been enjoying their quiet lives for a while... Then one day, the CPU of Planeptune-Neptune-is sent to another dimension. This new dimension feels very much like her own...except it has only progressed to the Gamindustri of the 1980s. In this dimension, a group of villains calling themselves the &quot;Seven Sages&quot; are trying to create a world without CPUs. With help from her new friends, including that dimension's CPU of Planeptune-Plutia-Neptune begins her quest to protect a totally different Gamindustri in her brand-new adventure!",55
Topatoi: Spinning Through The Worlds,2009-10-15,E,"[Playstation Network; Known as ""Topatoi: The Great Tree Story"" in the UK/EU] Raph, a brave explorer, and his companions have crash-landed in a mysterious corner of a strange planet. Now Raph must hunt for the spare parts needed to fix their skyship - and save his girlfriend too. Fortunately, our hero has access to the amazing GEMMA - the 'Gyroscopic Exploration Multidimensional Multiterrain Apparatus'. It's a small explorer vehicle that works like a spinning top - which is perfect for the crazy part of the world our characters are trapped in. Controlling GEMMA needs some practice. It's spin needs to be controlled carefully, as the degree of spin - and therefore its overall speed - directly affects its movement and behaviour. GEMMA can also be upgraded with special abilities to help you on your journey, too. Sounds like a solid platform/puzzler, don't you think? [Boolat]",55
Disney/Pixar Ratatouille,2007-10-23,E,"Players relive the film's most thrilling moments as they assume the role of Remy, a young rat who dreams of becoming a great French chef, despite the obvious problem of being a rat. From the underground sewers to the bustling streets of Paris, players dash, glide and slide through 6 action-packed worlds filled with dangerous enemies, heists and perilous missions. Players can go head-to-head with their friends in multiplayer mini-games or navigate their way through a sensational rat race that turns the culinary world of Paris upside down. [THQ]",55
Rune Factory: Tides of Destiny,2011-10-07,E10,"Featuring a vast region to explore, a wonderful cast of characters, and a huge variety of activities to enjoy, Rune Factory: Tides of Destiny is sure to make waves! Aden and Sonja, two lifelong friends, live a tranquil life on Fenith Island until they're struck by a mysterious curse: they awaken to find both of their souls are now trapped in the same body! On top of this unusual calamity, the Fenith they knew is gone, replaced by a strange island populated with unfamiliar faces. Only by exploring this new world will they be able to solve the mystery of this curse and save their beloved Island. During the course of their journey, Aden and Sonja will be aided by a colorful cast of characters, as well as take command of the towering golem Ymir. Using their newfound giant friend, they'll cross vast seas, discover hidden islands and dungeons packed with riches, and battle fearsome monsters of the deep!",55
Mugen Souls,2012-10-16,T,"There exists a small galaxy in the universe containing seven worlds, shimmering in seven colors... These worlds exist and act independent of one another. This has allowed them to develop and nurture rich, unique cultures. Then one day, a decree was sent out...",55
Order Up!!,2012-03-01,E,"Aspiring chefs, get ready to sharpen your knives and put your short order skills to the test in Order Up.",55
Trinity: Souls of Zill O'll,2011-02-08,T,"For years, Omega Force has transcended the action genre to create one of video gaming's most legendary franchises. Now, it will unleash its imagination on the realm of fantasy with the upcoming TRINITY: Souls of Zill O'll.",55
Babel Rising,2012-06-12,E10,"Ubisoft’s Babel Rising is the next-generation version of the popular iPhone game of the same name. In Babel Rising, gamers play as God, preventing humans from building the tower of Babel. Gamers can use their divine powers by hurling bolts of lightning, summoning massive earthquakes or unleashing gigantic floods upon the Babylonians. Developer Mando Productions has breathed new life into the game with 3D graphics and competitive and cooperative multiplayer modes.",55
Saint Seiya: Brave Soldiers,2013-11-26,T,"Developed by Osaka based game developer Dimps, Saint Seiya Brave Soldiers will feature playable characters from the Sanctuary, Poseidon and Hades arcs within the Saint Seiya universe. Players will realize their dreams of battling the most vile and evil characters from Saint Seiya in one-on-one bouts that take place through the storylines from the anime series. The game will present enhanced graphics and effects; bringing the animated series to life like never before. Saint Seiya Brave Soldiers also gives players the ability to execute devastating combos and special moves as seen in the TV show. As players progress through the game, they will access the ability to enhance their chosen character's hit-point, strength levels, and Cosmos Power Gauge. Explosive online encounters await players via versus and ranking modes.",55
Disney Pirates of the Caribbean: At World's End,2007-05-22,T,"At World's End video games from Disney Interactive Studios invite players to ""live and die by the sword"" as they venture to the worlds of the films and beyond while playing as Captain Jack Sparrow, Will Turner and Elizabeth Swann. [Disney Interactive Studios]",55
NBA Ballers: Chosen One,2008-04-21,E,"NBA Ballers: Chosen One is a fantasy basketball entertainment experience featuring one-on-one and two-on-two action with the NBA's elite players. More than 65 of the NBA's top superstar athletes come to life as the NBA Ballers franchise continues its legacy. NBA Ballers: Chosen One puts players up-close and into the action with new ""action movie"" style game cameras that highlight every move. Create-a-Baller and take on the challenge of the epic ""Chosen One Tournament"", brought to you live from the most exotic courts around the world. As you progress through the game, earn the right to use an NBA star's ""Shut 'Em Down"" Super Move or take your Baller online to test your playing skills against others. [Midway]",54
Elevator Action Deluxe,2011-08-30,T,Elevator Action Deluxe allows you to experience the legendary arcade game Elevator Action once more in HD.,54
Ace Combat Infinity,2014-05-27,T,"The infinite blue of the open skies awaits not only veteran but also budding flying aces in Ace Combat Infinity, the first free-to-play game in the hit franchise from Namco Bandai Games. Evolving the legendary series with a brand new story and innovative multiplayer, the game turns the sky into an endless blue battleground, bursting with aerial drama and destruction. Ace Combat Infinity will let every player become a deadly flying ace, as they embark on a series of high velocity missions.",54
Watchmen: The End Is Nigh,2009-03-04,M,"[Playstation Network]  The episodic videogame based on the Watchmen film is a mature action-brawler, which delves into the past of characters from the film and adds new challenges and rivalries for players. The game provides gamers with visceral superhero combat as urban vigilantes Rorschach and Nite Owl. A complex, multi-layered mystery adventure, the film ""Watchmen"" is set in an 1985 America in which costumed superheroes are part of the fabric of everyday society, and the ""Doomsday Clock"" – which charts the USA's tension with the Soviet Union – is permanently set at five minutes to midnight. When one of his former colleagues is murdered, the washed up but no less determined masked vigilante Rorschach sets out to uncover a plot to kill and discredit all past and present superheroes. As he reconnects with his former crime-fighting legion – a ragtag group of retired superheroes, only one of whom has true powers – Rorschach glimpses a wide-ranging and disturbing conspiracy with links to their shared past and catastrophic consequences for the future. Their mission is to watch over humanity . . . but who is watching the Watchmen? [Warner Bros. Interactive]",54
Sonic Unleashed,2008-12-09,E10,"Having been broken apart by the evil Dr. Eggman, it's up to Sonic to put the pieces of the world back together again by retrieving the power of the chaos emeralds! In doing so, Sonic finds himself in a race against time and faced with an unusual situation that challenge hims in ways never before seen. Both day and night play different, yet important, roles in Sonic's newest quest... as the sun sets, a new adventure awakens. By completing a wide variety of action-packed stages, spanning the seven broken continents of the world, gamers unleash Sonic’s amazing abilities to save the world, and himself! In addition to running at high speeds, which is highlighted in four new speed mechanics, combat fighting now becomes possible. New combat, movement, functional abilities and platforming are introduced to offer increased depth and variety. Sonic Unleashed offers a re-defined experience for fans and newcomers of the franchise alike by combing picturesque & detailed scenery, an expansive world with multiple paths to choose from and dynamic viewpoints for an immersive and renewed gaming atmosphere. Along with seamless 3D to classic 2D camera transitions, the game is built on a powerful, new proprietary ""Hedgehog Engine,"" which introduces impressive lighting abilities and new technology tailor made for Sonic’s new speed capabilities. [Sega]",54
Yoostar 2: In The Movies,2011-03-08,T,"Yoostar2 Combines The Power Of New Console Platforms, Top Hollywood Movies And The Burgeoning Social Media Phenomenon Monday 14th June/... Everyone now has the opportunity to become a global movie star with Yoostar2. In an instant you can step into the shoes of famous characters from hundreds of movies, play out the part and then share your performance with the world.",54
The Lord of the Rings: Conquest,2009-01-13,T,"For the first time, play as Evil characters in a brand new, 'Evil' campaign. Battle through scenarios after Frodo failed to destroy the One Ring; it’s good to be bad. Acclaimed Battlefront gameplay in a fantasy setting allows players to choose the way they fight, as Warrior, Archer, Mage or Scout in melee and ranged combat. Online multiplayer - pick your allegiance then battle in 16-player online clashes, or in 4-player co-op campaigns. Local multiplayer - split-screen with up to 4 players competitively or 2 player co-op. A massive cast of characters & weapons adds great depth to the gameplay: Heroes, Wargs, Ents, Oliphaunts, Cave-trolls, the Balrog, Nazgul, ballistae, and more. [Electronic Arts]",54
