title,release_date,rating,description,metascore
Super Mutant Alien Assault,2016-07-12,T,"A rapid, brutal arcade platformer. You need to fight off an alien assault across 12 rapid-fire single-screen levels. Each with a random combination of platform layout, objective, vending machines and enemies.",67
Shiness: The Lightning Kingdom,2017-04-18,T,"Shiness is an action-RPG that takes you on a journey across a universe on the verge of collapse. After crash-landing on a hostile island, you find yourself in a conflict spanning multiple kingdoms. Face off against dangerous enemies in hyper-dynamic fights, mixing magic with traditional fighting game mechanics. Gain experience to evolve your characters, learning exciting new skills and spells.",67
Dex,2016-07-12,M,"Discover the truth behind an enigmatic AI striving to reach the Singularity, a theoretical “event horizon” in which artificial intelligence will surpass human intelligence and all bets about the future will be off. How will you play your part in the story?  Explore the futuristic city of Harbor Prime and meet its many inhabitants, answer the challenges the city has to offer, roam the neon-lit streets, and augment your character with skills and implants.",67
Fate/Extella: The Umbral Star,2017-01-17,T,"The Moon Cell Automaton is a spiritron computer, which exists on the moon and has the power to grant any wish. Throughout the spiritron-constructed virtual world, SE.RA.PH., Servants and the Masters who control them fight for the right to be the Moon Cell Automaton's sole owner in a ceremonial conflict known as the Holy Grail War. Now, the Servant Nero Claudius and her Master have won the Holy Grail War and have obtained the universal wishing mechanism, the Holy Grail. They also obtained the Regalia, a ring that proves their kingship. With it, they rule over their once-enemy Servants and start a new beginning on the moon's new world. But a new enemy has appeared before them. And this enemy has something that shouldn't exist: another Regalia.",67
Romance of the Three Kingdoms XIII,2016-07-05,E10,"With all officers playable, the lives of these colorful characters, the bonds created during battles, and much more combine to create a fresh new human drama. Strategy and battles, like naval battles and sieges, are done on a great scale, turning them into grand epic spectacles. We also use the vast expanse of China as a background to the “dynamism” of hundreds of characters each striving to expand their Force. All of this allows the player to experience the world of the Three Kingdoms like never before. The player becomes one of the characters of the Three Kingdoms drama and whether as a genius strategist, an unparalleled warrior, or something else, he must at times cooperate and at other times compete as he creates his own personal story of heroism in ancient China. [KOEI]",67
Mount & Blade: Warband,2016-09-27,T,"The first expansion pack for Mount & Blade introduces an array of brand-new features, highlighted by a multiplayer capability that allows up to 64 players to participate.",67
Mini-Mech Mayhem,2019-06-18,Rating not found,"Join your lil’ Mech buddy to plan a flawless strategy, then marvel at just how wrong you were. Not to worry, play some power actions to get your team back on track, or dare to trust in your instincts and crafty skills, and pull off a stunning win.",67
Dreamfall Chapters,2017-05-12,Rating not found,"Dreamfall Chapters continues and concludes the gripping story of Zoe Castillo, the Dreamer.",67
Shenmue III,2019-11-19,T,"The story begins in 1980s Yokosuka, Japan...The main character, Ryo Hazuki has his father murdered before him by Lan Di, the boss of the underground organization, Chi You Men. Ryo learns of the existence of a mysterious pair of mirrors, and makes his way to Hong Kong to unravel the mystery and avenge his father. A stranger in a new land, Ryo gains the help of Ren Wuying, and together they make contact with Yuanda Zhu, only to see Lan Di make his escape. Continuing to pursue his father's Killer, Ryo travels to Bailu Village in Guilin. Along the way, he meets a new companion, Shenhua Ling who will forever change his destiny. The story of Shenmue was originally scripted for a total of eleven chapters.

Shenmue II brought the story up to chapter six, with Shenmue III continuing from there at Bailu Village. What secrets are held within the twin mirrors? Will Ryo face his arch nemesis, Lan Di in a final showdown? What does fate hold in store for Ryo and Shenhua?",67
RAGE 2,2019-05-14,M,"Dive headfirst into a dystopian world devoid of society, law, and order. RAGE 2 brings together two studio powerhouses Avalanche Studios, masters of open world insanity, and id Software, the gods of the first-person shooter to deliver a carnival of carnage where you can go anywhere, shoot anything, and explode everything.

THE LAST RANGER
Bring the pain using a collection of upgradable weapons, devastating Nanotrite powers, and Overdrive, the ability to push your guns beyond their mechanical limits.

PEDAL TO THE METAL
From monster trucks to gyrocopters, use an assortment of rugged and wasteland-ready vehicles to speed across the badlands. If you see it, you can drive it.

FACTIONS & FOES
Fight against ferocious factions for control of the wasteland, each featuring a rogue's gallery of madmen, mutants, and monsters hungry for blood.

THE WASTELAND AWAITS
Seamlessly traverse a vast and varied landscape, from lush jungles and treacherous swamps to sun-scorched deserts in your pursuit of The Authority. The wasteland is massive, and you've got the arsenal to fight for every inch.",67
Big Rumble Boxing: Creed Champions,2021-09-03,T,"Do you have what it takes to be a champion? Train, fight, and win like Adonis Creed and Rocky Balboa in this knockout boxing game!

Are you ready to become a boxing champion? Step into the ring and show off your boxing skills in a knockout arcade experience. Fight as one of 20 iconic characters from the Creed and Rocky movies. Take on world-class opponents across a variety of thrilling locations, or challenge your friends and family in intense, head-to-head matches.

 Pound-for-Pound Boxing for All

     Intuitive, pick-up-and-play controls 
     Robust boxing mechanics
     Dynamic boxing styles and combos
     Fighter-specific super finishers for cinematic knockouts

 Ultimate Creed & Rocky Boxing Universe

     Legendary tales of 20 iconic and unique characters",67
Thief,2014-02-25,M,"Garrett, the Master Thief, steps out of the shadows into the City. In this treacherous place, where the Baron’s Watch spreads a rising tide of fear and oppression, his skills are the only things he can trust. Even the most cautious citizens and their best- guarded possessions are not safe from his reach. As an uprising emerges, Garrett finds himself entangled in growing layers of conflict. Lead by Orion, the voice of the people, the tyrannized citizens will do everything they can to claim back the City from the Baron’s grasp. The revolution is inevitable. If Garrett doesn’t get involved, the streets will run red with blood and the City will tear itself apart.",67
Dissidia: Final Fantasy NT,2018-01-30,T,"Calling All Warriors! In partnership with Team Ninja, Square Enix presents Dissidia Final Fantasy NT as the next evolution in squad based brawlers. It's a fast-paced, strategic brawler where you can choose from over 20 iconic Final Fantasy characters and battle in a 3 versus 3 arena with your friends and other players online, or by yourself.",67
State of Mind,2018-08-15,M,When mind and machine become one – what will remain of humanity? State of Mind is a futuristic thriller game delving into transhumanism. The game explores a world torn between a dystopian material reality and a utopian virtual future.,67
MXGP3: The Official Motocross Videogame,2017-06-20,E,"Race on 18 official tracks and in the MXoN with all riders and bikes from the 2016 MXGP and MX2 seasons and be the first to experience the thrill of riding one of the 10 2-strokes available. Render your rider and your bike unique, with more than 300 official components for a complete customisation.",67
CounterSpy,2014-08-19,T,"Synthesizing the spy mythology and the special aesthetics of the 50's and 60's and set during the Cold War, CounterSpy details the rogue third spy agency, C.O.U.N.T.E.R., which maintains distance between the globe's superpowers. As each side of an ongoing conflict nears the unleashing of a blow of earthshaking proportions, C.O.U.N.T.E.R. bolts into action, furtively subverting their plans and maintaining world peace with crafty subterfuge.",67
The Council - Episode 2: Hide and Seek,2018-05-15,M,"Hide and Seek is the second episode of The Council’s 5-episode season. Get the full experience with the Season Pass. Episode 1: The Mad Ones is required to run this episode or the Season Pass. Louis de Richet is on Lord Mortimer’s island where he is still in search of his mother. Here he has met a collection of the most influential people alive, invited to help reshape the world. His investigation is interrupted by tragic events on the second night in the mansion, meaning Louis must answer to the enigmatic Lord Mortimer. Meanwhile the Spanish head of state joins the guests and brings news that threatens the stability of all of Europe - Louis must pick a side as factions begin to form.",67
Redeemer: Enhanced Edition,2019-07-19,M,"The stern Russian man Vasily is an ex-security officer of the world’s largest weapons company. But when Vasily decides to leave this dirty business and escapes to an isolated monastery in the East, he becomes a wanted man. Well, they’ve asked for it…",67
World War Z,2019-04-16,M,"World War Z is a thrilling four-player cooperative third-person shooter featuring massive swarms of zombies that recklessly rush their living prey. Focused on fast-paced gameplay -- and based on the incredibly popular Paramount Pictures property of the same name -- World War Z explores new storylines and characters from around the world in tense, overwhelming, gruesomely exciting missions crafted specifically for modern consoles and PC.

The swarm feels neither fear nor mercy. It rolls forward to spread and consume. Together, make your stand and unload an arsenal of deadly weaponry into these hundreds of swarming zombies. Feel the satisfying rush of life as you cheat death and prevail against such overwhelming odds. Cut the undead down with rocket launchers, machine guns, sentries, turrets, grenade launchers, barbed wire, and more.",67
Spintires: MudRunner,2017-10-31,E,"Spintires: MudRunner is the ultimate version of the million-seller indie hit Spintires. Like Spintires before it, Spintires: MudRunner puts players in the driver seat and dares them to take charge of incredible all-terrain vehicles, venturing across extreme Siberian landscapes with only a map and compass as guides!

A huge upgrade over its predecessor, this edition comes complete with a brand new Sandbox Map joining the original game's 5 environments, a total graphical overhaul, a new Challenge mode with 9 new dedicated maps, 13 new vehicles and other comprehensive improvements. It's not just an enhanced edition, it's the ultimate off-road simulation experience!

Drive 19 powerful all-terrain vehicles, each with its own characteristics and attachable equipment. Complete your objectives and deliveries by enduring perilous conditions across wild, untamed landscapes in extreme conditions with dynamic day-night cycles. Explore an immersive sandbox environment, enhanced by improved graphics. Overcome muddy terrain, raging rivers and other obstacles that all realistically react to the weight and movement of your vehicle powered by the game's advanced physics engine.

With your map, compass, winch, and your driving skills as allies, go solo or join up to three others in the coop multiplayer. Download mods created by the passionate community for truck-loads of content and an ever-evolving Spintires: MudRunner experience.",67
Monster Energy Supercross - The Official Videogame,2018-02-13,E,"Race with the official riders from 250SX and 450SX on the official tracks, Daytona included, to experience one of the most spectacular and entertaining racing competition ever! 
Customize your rider and bike as you like, with countless possibilities, with more than 80 official brands and 300 items available, and challenge yourself in conquering the top of the leaderboard.
Race alone or against players from all over the world thought different offline and online game modes! Feel the rush of adrenaline, enter the arena and be the King of Supercross!",67
The Little Acre,2016-12-13,E10,"The Little Acre is the story of Aidan and his daughter, Lily, set in 1950’s Ireland. After discovering clues as to the whereabouts of his missing father, Aidan begins investigating until he inadvertently finds himself transported to a strange new world.",67
Super Daryl Deluxe,2018-04-10,T,Super Daryl Deluxe is a 2D comedy action-RPG that follows an orange headband- and bellbottom- wearing adolescent who is forced to spend the height of his awkward teenage years in a new school that has been taken over by evil self-help authors.,67
Samurai Jack: Battle Through Time,2020-08-21,T,"Become Samurai Jack, the greatest warrior of the past, present and future. Journey through time to finally stop Aku’s evil reign in this new adventure told by the creators of Samurai Jack. Encounter your favorite characters from the show including The Scotsman, Scaramouche, Sir Rothchild and more.",67
Rocketbirds 2: Evolution,2016-04-26,T,"iL Putzki, that dastardly Penguin despot, is still alive - and the evil totalitarian Penguin regime seems stronger than ever! What's up with that? Uncover the sinister plot as Hardboiled Chicken, the Original Coq of War, and put an end to it, once and for all - in the full, single player story campaign. After the fall of Albatropolis, General Puff and the Budgie Commandos have set up residence in the old hotel and are getting themselves organized. Assemble a strike force of great magnitude and go on rescue missions behind enemy lines in the game's 1 - 4 player Rescue Mode. Leave no bird behind.",67
Agatha Christie: The ABC Murders,2016-02-23,T,"The ABC Murders is an adventure and investigation game adapted from the classic Agatha Christie novel. Assume the role of the famous private detective Hercule Poirot and, once again, you find yourself up against a mysterious serial killer who goes by the name of ""ABC"".",67
TT Isle of Man: Ride On The Edge,2018-03-06,E,"For bikers, there are only 2 types of speed races: the Isle of Man TT, and the rest. No other race is as grueling for the motorbikes and demanding for the riders. Assume the challenge of the Snaefell Mountain course: all 37.73 miles faithfully reproduced with the champions and their bikes.",67
Ultra Age,2021-09-09,T,"Change Your Blade, Change Your Destiny. Ultra Age is a high-speed, sword-swinging action game set in the far future that follows the story of young warrior Age, who embarks on a mission to save humankind from extinction. Use your blades to cut through robotic and mutant foes, explore futuristic locales, and unravel a vast conspiracy concerning the fate of the planet. Far in the future, the resources of Earth have become insufficient, its ecosystem long ago changed irrevocably by a passing meteor. Humankind has divided into two: the people who have escaped Earth and relocated to the space colony, 'Orbital Arc,' and the others who have remained on Earth in a facility called ‘The Shelter.’

Humanity vanished from Earth after civilians from The Shelter failed an experiment that was meant to be the last hope for humanity, while people from Orbital Arc sent expeditions to Earth in search of resources. Failing to find any signs of life, a young sword-wielding warrior named ‘Age’ falls down from orbit to Earth. Accompanied by his floating android, Helvis, he must find the indispensable key to the survival of humankind.

-Unleash Combos with Blade-Changing Action-
Slash through foes with a variety of blades in high-speed, stylish action! Change blades on the fly with powerful moves to create linkage and run devastating combos. Different attributes and varied actions call for unique strategy against different types of foes.

-Narrow Gaps Using the Wire-
Launch the wire skill to pull smaller enemies toward you, or Quantum Warp to get instant access to larger foes! Use the wire to strategically overcome numerical inferiority, traverse gaps on land and quickly grab items.

-Get the Edge with Skills-
Gather elements to enhance your blades, expand your skills, and learn new combos. Install modules and power gear to level up Age and increase your arsenal of blades to take down the toughest of enemies. Use Helvis to burst into Critical Rage, cast Healing Pocket to recover, or Time Shift to loot more items.

-Experience a Post-Apocalyptic Earth-
Follow Age on his journey in the year 3174. Experience cutscenes that tell the story of Age’s mission across futuristic mecha, forests and deserts developed with Unreal Engine. Encounter mysterious characters and overcome menacing bosses to uncover the story behind the fate of humankind.",67
WWE 2K18,2017-10-13,T,"A new MyCAREER experience puts you on the path to greatness as you journey along on the road to WrestleMania. Explore WWE through free-roaming backstage, conversing with WWE Superstars, forming alliances, making enemies, seeking out quests, and strategizing for upcoming matches. Road to Glory - Can your MyPlayer make it to the WWE Hall of Fame? Introducing the all-new Road to Glory. Compete with opponents online to improve your MyPlayer by earning unlockables, boosts and upgrades all while securing your entry into Special Events that are held alongside real-life WWE special events, such as pay-per-views.",66
Sparkle 2,2014-05-20,E,Sparkle 2 is a match-three puzzle game set in a mysterious world of magic and wonder.,66
Impact Winter,2018-04-05,T,A mysterious radio transmission claims that help is inbound. Assume the role of Jacob Solomon: leader of a makeshift team trying to survive the aftermath of a devastating asteroid collision. The world you once knew is no more – buried deep beneath the constant snowfall. Your goal: keep your companions alive until a rescue is imminent.,66
Foul Play,2016-02-23,E10,"Play as the daemon hunter Baron Dashforth in a side-scrolling brawler set ENTIRELY on a theater stage. Perform shattering takedowns and reversals. Electrify spectators with linked attacks, have a friend join as sidekick Scampwick and use every stage-trick you know to bring the house down. Play out the most spectacular moments of the Baron’s life; improbable beasts, astonishing villainy and, at the heart of it all, the mysterious Foul Play.",66
Helvetii,2023-02-03,E10,"Around a hundred years BC, all of Gaul is far from Roman control. In the lands controlled by the Helvetii, a Roman legion was subjugated by young warchief Divico, blessed by an ancient boon brought to him from parts unknown.

However, this victory came at a great cost, as soon the result of the war chief's pact would turn into a curse; an ever spreading rot crawling through his land, and slowly corrupting his mind and heart. Monsters and cultists start appearing throughout the land, and a shadowy figure makes his move, taking advantage of the chaos he helped create.

With the help of the trusted yet reclusive druid Nammeios and the curious half-beast Renart, Divico sets his journey to undo the source of the rot and restore what was lost inside him.",66
Nights of Azure 2: Bride of the New Moon,2017-10-24,T,"Standalone sequel to the gothic fairy tale action RPG from developer GUST Studios, Nights of Azure, is now available in Western territories as Nights of Azure 2: Bride of the New Moon. Introducing a new and colorful cast featuring; Alushe Anatoria, Liliana Selphin and Ruhenheid Ariarod alongside a first look at the demon-ridden setting where their narrative unfolds. Step into this story with the knight protector Alushe and uncover the shocking truth behind the mysterious Queen of the Moon.",66
Rust,2021-05-21,M,"Rust is a survival game created by Facepunch Studios. Inspired by games like DayZ, Minecraft and Stalker – Rust aims to create a hostile environment in which emergent gameplay can flourish. The aim of the game is to survive. To do this the player should gather resources. Hitting a tree with a rock will give you wood, hitting a rock with a rock will give you rock and ore. You can then craft a hatchet from the wood and rock, allowing you to gather faster. You can go out and hunt a variety of wildlife such as boars, chickens, rabbits, bears, wolves and deer. Once you have killed an animal you can butcher it to gather its meat and skin. You can craft a fire using wood and cook the meat inside the fire. Then you can eat. You face two major dangers in game. Rust is a multiplayer game, so there will be other players trying to survive in the same way that you are. Unfortunately for you they can find you, kill you and take your stuff. Fortunately for you – you can kill them and take their stuff. Or maybe you can make friends and help each other survive. Rust’s world is harsh – so you might need to make friends to survive. The environment is not kind. Bears and wolves will chase and kill you. Falling from a height will kill you. Being exposed to radiation for an extended period will kill you. Starving will kill you. Being cold will kill you.",66
LEGO Worlds,2017-03-07,E10,"LEGO Worlds is an open environment of procedurally-generated Worlds made entirely of LEGO bricks which you can freely manipulate and dynamically populate with LEGO models. Create anything you can imagine one brick at a time, or use large-scale landscaping tools to create vast mountain ranges and dot your world with tropical islands. Drop in prefabricated structures to build and customize any world to your liking. Explore using helicopters, dragons, motorbikes or even gorillas and unlock treasures that enhance your gameplay. Watch your creations come to life through characters and creatures that interact with you and each other in unexpected ways. In LEGO Worlds, anything is possible!",66
Black The Fall,2017-07-11,T,"After decades of toil, an old machinist plots his escape from the oppressive grasp of the Communist regime. Through hidden passages, shadow and grief, he struggles. Ingenuity, reflexes and deception are his tools.",66
Driveclub VR,2016-09-21,E,"Game modes: Online virtual reality multiplayer race modes and an action-packed single player career are joined by drifting and time trial challenges. Tracks: New and classic Driveclub tracks are brought to life through the power of PlayStation VR, including five all-new Urban locations. A closer look: More than 80 cars are recreated with immaculate detail for players to explore up close with Inspection Mode. Cruise control: A little time to kick back, open the throttle or just coast and explore any track, in any country at your leisure in Cruise Mode. Virtual passenger: An immersive thrill ride through exciting replays of hot laps as players watch themselves handle their greatest challenges from a unique viewpoint in Passenger Mode. [Playstation.com]",66
NASCAR Heat 2,2017-09-12,E,"Joining the Monster Energy NASCAR Cup Series, the NASCAR XFINITY Series and NASCAR Camping World Truck Series are available to race in all game modes.",66
The Incredible Adventures of Van Helsing: Extended Edition,2017-02-28,T,"Set in a gothic-noir universe resembling a fantastical 19th century Europe filled with monsters, magic, and weird technology, The Incredible Adventures of Van Helsing will follow the son of the famed hunter, known in-game as Van Helsing, in a tale wrought with wry humor and snappy dialogue. Van Helsing, a larger-than-life hero possessing a dark yet romantic charm, will follow his path to the dismal land of Borgovia where former supernatural foes have enlisted his help to defeat a new scourge terrorizing the ravaged Eastern European city. With an assortment of extraordinary characters, an engrossing storyline, and a beautifully dark and gothic art style, The Incredible Adventures of Van Helsing looks to bring RPG enthusiasts an anachronistic adventure like no other.",66
Castaway Paradise,2018-07-31,E,"Your adventure starts when you get stranded on a tropical island. This is your island, your adventure. Do whatever you like! It’s the ultimate sandbox sim.",66
Super Stardust Ultra VR,2016-10-10,E10,"Explode into the classic PlayStation shooter with an entirely new perspective – get ready to defend your planet once more, this time from inside the cockpit of your powerful star fighter. Get into the very center of the action and fight using intuitive controls only possible with PlayStation VR: simply look to aim… then fire to destroy. Play the original Super Stardust Ultra game modes, enhanced for PlayStation VR, and battle for global domination in the online leader boards. Will you claim the title of best Super Stardust pilot in the world? [Playstation.com]",66
One Piece: Burning Blood,2016-05-31,T,"Embark with the Straw Hat Crew and collect your bounty in this anime fighter. Use Devil Fruit abilities, Haki techniques, and punishing combos to turn the tide in the ultimate One Piece battle royale. Step into the New World with over the top head to head combat featuring all the action, drama and comedy of this infamous pirate saga.",66
Blue Reflection,2017-09-26,T,"Blue Reflection takes place at Hoshinomiya Girls' High School, where players assume the role of student Hinako Shirai. When Hinako's ballet career comes to an end after a tragic accident, she closes her heart off from the rest of the world. However, her life changes when she meets her new best friends, the magical Shijou twins -- Yuzu, who is adored by her classmates for her cheerful and warm personality, and Lime, who is more logical and selfish.

The twin sisters bestow Hinako with the power of a Reflector, a champion who can manipulate a mysterious parallel dimension known as The Common. Hinako can freely move and shape this mystical realm's beauty with her imagination, but she soon understands the very real perils that await her and her friends. As Hinako learns to treasure her companions and creates new bonds with those around her, she gains new strength to help her fight in The Common.

FEATURES:

Study, Play, Fight: Blue Reflection takes place at a vibrant all-girls school, Hoshinomiya Girls' High School, where players will experience the everyday school life and hang out with their friends. As players meet emotionally unbalanced characters, a gap to The Common opens, a mysterious parallel dimension filled with demonic inhabitants, allowing them to solve the problems between the dimensions.

Reflect Pure Emotions: In The Common, Hinako and her friends transform into Reflectors, allowing them to move freely and fight the demonic creatures that live within this realm. Through gathering emotional fragments and the emotional energy, known as Ether, the Reflectors are able to perform incredible abilities.

Get your own Free Space!: Staying in touch with friends can always be tough, but using the 'Free Space!' social network allows easy communication, and exciting mini-games, in and out of school.

Make the most of your free time: After classes have ended players can partake in after-class activities, explore The Common or explore a variety of exciting places in town. Your actions affect what events will take place the next day!",66
NASCAR Heat Evolution,2016-09-13,E,"Gameplay modes include Race, Challenges, Season, Chase, Online, and Career. In Career, customize your own NASCAR Sprint Cup Series driver. From the high banks of Talladega to the tight turns in Martinsville, each of the 23 licensed NASCAR tracks have been recreated in conjunction with track owners. NASCAR Heat Evolution offers 43 different drivers from the most popular race teams including Stewart-Haas Racing, Joe Gibbs Racing, Hendrick Motorsports, Team Penske, Chip Ganassi, and others.",66
H1Z1: Battle Royale,2018-08-07,T,"H1Z1 is a fast-paced, highly competitive, battle royale shooter. Parachute in and search for weapons, ammo, vehicles and supplies to stay alive. As a toxic gas cloud compresses the map, develop your strategy and prepare for the spectacle of mayhem. Go solo or group with a team of two or five to be the last ones standing. Now Free To Play!

NEW MODE: AUTO ROYALE
Play Battle Royale on Wheels. Drive into battle as part of a four-person vehicle of mayhem. Fight for power-ups to equip your squad and upgrade your ride. Outdrive, outshoot, and outlast the competition to BE THE LAST TEAM DRIVING!

#CALLSHOTGUN

NON-STOP HIGH OCTANE ACTION
* Work as a four-person team
* Find power-ups to outfit your vehicle
* Destroy vehicles with weapons and traps, using your favorite H1Z1 weapons
* Escape the fast moving toxic gas ring
* If you're not first, you're dead

TAKE THE WHEEL
1 person drives, 3 people shoot
* You never run out of gas, keep that pedal to the metal
* Speed through the map for power-ups, weapons, and vehicle upgrades
* Drop landmines, shoot enemy vehicles, and fire up your boost to kick things into high gear.
* Find ultra-rare weapons like Light Machine Guns and Explosive Arrows in airdrops
* Work with your team to outshoot, outdrive, and outlast the competition.",66
Ghostbusters: The Video Game Remastered,2019-10-04,T,"The Ghostbusters video game is back and remastered. Strap on your proton pack once again and join the Ghostbusters on the adventure with the voice and likeness of the original crew as you battle to save New York. The game features the voices and in-game likenesses of Bill Murray, Dan Aykroyd, Harold Ramis, and Ernie Hudson in an original story penned by the writers of the original films - Dan Aykroyd and Harold Ramis. Experience unique ghost hunting, wrangling and trapping with upgradeable weapons in widely destructible environments. Test the team's mettle with large scale boss fights. Play through a unique storyline as the player battles and captures ghosts - both well-loved and brand new - throughout New York. [Epic]",66
WRC 6: World Rally Championship,2017-03-03,E,"All 14 rounds of the 2016 WRC season, including for the first time Rally China; All the star WRC drivers and also a wide selection of WRC 2 teams and competitors from the Junior WRC category eSports WRC, the first international online competition of the WRC, which was launched in January 2016 with WRC 5, will continue in WRC 6.",66
Batman: The Telltale Series - Episode 2: Children of Arkham,2016-09-20,M,"With Gotham City's first family mired in corruption, and an old friend now a dangerous adversary, the life of the Dark Knight is turned upside down. What was Thomas Wayne entangled in, and why was he killed? Determined to learn the truth about his father, Bruce sets out to question those involved in Gotham's criminal past. But which mask will he wear - The billionaire, or the bat? Huge decisions will forever change the Batman and the lives of those around him, as he meets the Children of Arkham.",66
The Shapeshifting Detective,2018-11-06,T,The Shapeshifting Detective is a supernatural-noir murder mystery FMV game. Assume the role of a detective and investigate the murder by shapeshifting into any character… even the next victim.,66
Rad Rodgers,2018-02-21,M,"Rad is a rambunctious but spirited young boy who maybe plays too many video games. After dozing off at the tail end of a long night of gaming, Rad awakens to find his dusty old console has turned itself back on.",66
Paradise Lost,2021-03-24,M,"It's winter, 1980. Szymon, a boy raised in a post-apocalyptic wasteland, finds an abandoned Nazi bunker. Will he find what he’s looking for? Play Paradise Lost and explore an underground world, where Slavic mythology mixes with retrofuturistic technology. Discover the last story on Earth.",66
RIDE,2015-10-06,E,"The game features over one hundred bike models across 4 different categories: Superbikes, Supersports, Naked Bikes and Historic Bikes.",66
Hidden Agenda,2017-10-24,M,"Blending the best elements of movies and games, this story-based adventure drops you into a tale rife with chilling moral dilemmas.",66
The Last Tinker: City of Colors,2014-08-19,E10,"The indie-developed rebirth of platform games.

A joyous platformer frequently compared to Jak and Daxter, The Last Tinker is a colorful adventure set in Colortown, a world built upon creativity, emotion and collaboration. A dark force named The Bleakness has emerged and seeks to tear the colors apart, draining all joy and life from the world. Koru, a young boy from the slums of Colortown, is forced to act. He embarks on an epic and one of a kind adventure to combat the Bleakness and to restore joy and color to his home.",66
Winds & Leaves,2021-07-27,E,"Learn to read the signs of the various climates, awaken old landmarks, and grow your own forests in this PlayStation VR flora builder. Stranded in a barren landscape, you are the only being capable of mastering the ancient art of growing vegetation. Journey across the Steppe to discover landmarks left behind from a previous time. Uncover their secrets in order to unlock new equipment and gather ancient dormant seed varieties. Find the perfect conditions to plant them in and you'll witness magnificent trees grow to maturity and transform the landscape.",66
Kingdom Hearts III - Re Mind,2020-01-23,E10,"Re Mind—The other tale that unfolded during the climax of KINGDOM HEARTS III. Determined to rescue Kairi, Sora travels to the Keyblade Graveyard a short time before the final battle was to take place. Lacking a corporeal form, he traces the hearts of the seven guardians of light. Through experiencing their personal battles firsthand, Sora is about to discover truths that he has never before imagined.",66
Berserk and the Band of the Hawk,2017-02-21,Rating not found,"This story is set in a time of chaos, in a land where the Midland Kingdom and the Chuder Empire have been locked in a widespread war for over one hundred years. During one battle, a lone mercenary, Guts, attracts the attention of the mercenaries of the Band of the Hawk, and is ambushed by some of them on the road. After losing in a duel to the leader of the Hawks, Griffith, Guts is forced to join their band, where he acquires many new comrades, including a woman named Casca, a Unit Commander in the band. With Guts fighting as the Raiders Captain, the Band of the Hawk continues to come off victorious in all of their battles, and finally earns recognition from the King of Midland himself. Fighting now under the Midland banner, the Band raids a castle occupied by a legendary swordsman and rumored immortal named Nosferatu Zodd. Zodd defeats both Guts and Griffith, but in the last moment he notices the Crimson Behelit that Griffith wears around his neck, and leaves without killing them. The Band of the Hawk continues to gain fame on the battlefield, and in the end, using only 5000 men fighting with their backs to the river, manages to capture the impregnable Fortress of Doldrey. This victory brings the end to the war between Midland and Chuder. [KOEI]",66
The Cruel King and the Great Hero,2022-03-15,E10,"The Wicked King and the Noble Hero is an RPG with a human child named Yuu and the dragon that acts as her foster parent.

In the game, the world was ruled by the dragon overlord, and it was defeated by the hero. But instead of killing the dragon, the hero decided just to cut off its horns where his power came from, and the two became friends. One day, the hero returns to the dragon with his daughter named Yuu asking to look after her.

The dragon telling to Yuu about her father's feat and then she decided to become a hero like her father.",66
The Golf Club,2014-08-26,E,"The Golf Club is HB Studios' next generation golf simulation. What really takes The Golf Club into the next generation is the procedural generation of courses and depth of social interaction. The Course Creator can generate a brand new course in seconds which can be shared and played immediately online with friends and other gamers across the world. There are also full editing capabilities for courses, Tournaments and Tours. Challenge your friends on a new or existing course in real time or try to beat their best recorded round. Add to this a myriad of stat tracking and personal bests of friends and rivals to beat, notifications, challenges and social media integration.",66
MotoGP 18,2018-06-07,E,Become the star of the 2018 MotoGP season. Pursue your career as a professional rider starting from the Red Bull MotoGP Rookies Cup up to the Premier class of the MotoGP.,66
Chaos Code: New Sign of Catastrophe,2017-03-15,T,Simple yet highly flexible hi-speed 2D Fighting game! Enjoy the thrill of fighting with all the flashy moves!,66
MXGP: The Official Motocross Videogame,2014-11-18,E,"60 riders, 60 bikes, 14 tracks and rules from the official MX1 and MX2 2013 FIM Motocross World Championship.",66
Battlezone,2016-10-13,T,"Designed for the next wave of virtual reality devices, Battlezone gives you unrivalled battlefield awareness, a monumental sense of scale and breathless combat intensity. You are in the cockpit of a super weapon. Your instincts and senses respond to every threat on the battlefield as enemy swarms loom over you and super-heated projectiles whistle past your ears.",66
Bridge Constructor,2016-12-13,E,"Bridge Constructor puts you in the role of an engineer. Design and create bridges that span deep valleys, dangerous canyons, city streets or raging rivers. Sure you got it right? Send cars and trucks over your bridges and see what happens. Bridge Constructor features complex physics, realistic materials, and an introductory tutorial. Creativity and ingenuity required.",66
City of Brass,2018-05-04,T,"Become a daring thief in City of Brass, a punishing first-person rogue-lite filled with treasure, traps and ghoulish foes. Armed with scimitar and a versatile whip, you’ll lash and slash, bait and trap your way to the heart of an opulent, Arabian Nights-themed metropolis – or face certain death as time runs out.",66
Full Mojo Rampage,2016-06-28,T,Welcome to the world of Full Mojo Rampage where you get to control a Voodoo keeper throughout his adventures. As the player you'll need to guide him safely through each level whilst hunting for voodoo dolls and mojos. These mojos can be found throughout the game in the form of amulets and trinkets that bring him strength and luck. They also unleash an array of other powers that you can craft to your own advantage in order to truly master the terrible powers of Voodoo.,66
