title,release_date,rating,description,metascore
Hood: Outlaws & Legends,2021-05-07,M,"In a violent, medieval world, outplay rival gangs in intense PvPvE multiplayer heists. Moving in stealth to steal treasures unseen or dominating through loud and brutal combat, only the best will escape with hard-earned riches.",63
Fatal Frame: Maiden of Black Water,2021-10-28,M,"The Fatal Frame series lives again.  (Also know as Project Zero...) Fatal Frame: Maiden of Black Water is comprised of three interconnected stories that converge to uncover the truth behind a recent string of tragic deaths in a forest marred by a history of suicides. As one of three people with the power of the Camera Obscura and the ability to see the shadows of those spirited away, youll explore the ruins of an eerie inn, a shrine filled with life-size dolls, and a lake full of dead priestesses. Each shadowy location is connected by a stream of water flowing throughout the mountain, and this once holy water is tied to the darkest mystery of allthe history of death and darkness on Mt. Hikami.

Features:

*    Survive this horrifying new entry in the Fatal Frame series
*    Explore sinister locales like an underground cave for human sacrifices and a shrine for life-sized dolls
*    Use the Wii U GamePad controller as your Camera Obscurayour only defense against fatal ghosts
*    Mt. Hikami is coursing with inexplicably dangerous water; stay dry or die
*    Investigate and stay alive on the deadly Mt. Hikami",63
Kao the Kangaroo,2022-05-27,E10,"Join Kao on his biggest adventure yet! This time the brave kangaroo has to find his missing sister and solve the mystery of what happened to his long-gone father. He will need to travel the world and confront the famous fighting masters, who are influenced by the mysterious, dark power. On the course of his journey, Kao will learn under the guidance of his master - Walt, how to become not only an awesome fighter but also a clever one who uses his head as much as his fists.",63
DreamWorks All-Star Kart Racing,2023-11-03,E,"Twenty of the most iconic DreamWorks Animation characters take the wheel in the fast-paced world of kart racing in DreamWorks All-Star Kart Racing! 

Shift, drift and jump at high speeds across a variety of fantastical tracks inspired by DreamWorks Animation's many fan-favorite films. Blaze past the competition in fun and hilarious action for players of all ages with solo as well as online and local split-screen multiplayer modes.",63
Override 2: Super Mech League,2020-12-22,T,"Override is a 3D fighting game with local and online multiplayer modes that is perfect for competitive players, mech fans, or casual brawlers.
This newest entry to the series features a fully online Career Mode, improved combat systems, and tons of multiplayer modes.",63
Bright Memory: Infinite,2022-07-21,M,"A lightning-fast fusion of the FPS and action genres.

Bright Memory: Infinite is set in a sprawling, futuristic metropolis in the year 2036. A strange phenomenon for which scientists can find no explanation has occurred in the skies around the world. The Supernatural Science Research Organization (SRO) has sent agents out to various regions to investigate this phenomenon. It is soon discovered that these strange occurrences are connected to an archaic mystery an as-of-yet unknown history of two worlds, about to come to light...

Bright Memory: Infinite combines the FPS and action genres to deliver a high-octane experience. Mix and match available skills and abilities to unleash magnificient combos on your enemies. Your trusted sword allows you to slash through crowds of enemies and even repel their gunfire. The guns you come across in-game can be customized with a variety of ammunitions. Choose between incendiary bombs, sticky grenades, homing missiles, and more to suit your situation.

Created by FYQD-Studio, Bright Memory: Infinite is the sequel to the popular Bright Memory. However, the sequel features an all-new world, along with newly created improved battle system and level design.",63
Battlefield 2042,2021-11-12,M,"Battlefield 2042 marks the return to the iconic all-out warfare of the franchise. Adapt and overcome dynamically-changing battlegrounds with the help of your squad and a cutting-edge arsenal. With support for 128 players*, prepare for unprecedented scale on vast environments. Take on massive experiences, from updated multiplayer modes like Conquest and Breakthrough to the all-new Hazard Zone.",63
Mato Anomalies,2023-03-10,T,"Mato Anomalies is a turn-based RPG that takes players on a journey across Mato, a fantasized neo-futuristic version of a bygone oriental city. Take control of the Dual Protagonists Doe and Gram to investigate strange anomalies around the city, or venture into rifts to battle demonic abominations determined to bring about the city's downfall.

Team up with unlikely companions and unravel the dark secrets in this story of Duty, Hope and Justice.",63
Curse of the Sea Rats,2023-04-06,E10,"Curse of the Sea Rats is a 'ratoidvania' platform adventure with lovingly crafted, hand-drawn animations.

Embark on the epic journey of four prisoners of the British empire, transformed into rats by the notorious pirate witch, Flora Burn. To regain their human bodies, they will have to fight dangerous bosses, uncover the secrets of the vast Irish coast, and ultimately capture the witch who cursed them.

A labyrinthine network of hundreds of pathways, rooms and discoveries lie ahead, in a substantial quest with over 12 hours of content.

Can you master each character's playstyle, find all the hidden secrets, and unlock each of the game's multiple endings?",63
Astria Ascending,2021-09-30,T,"Explore a vast world on the brink of chaos in a mature, emotional JRPG. Experience an epic story with rewarding turn-based combat and expansive customization rendered in glorious 4K hand drawn visuals.",63
Destruction AllStars,2021-02-02,T,Destruction All Stars is an action-packed sports event that pits drivers against one another in an intense competition. The goal? Wreck as many cars as possible.,62
Terminator: Resistance Enhanced,2021-04-30,M,A standalone product and as a free upgrade for owners of the PS4 version. Features a range of graphical improvements as well as additional content.,62
Monster Menu: The Scavenger's Cookbook,2023-05-23,T,"Adventurers who have been distressed in a dungeon when they heard that it was for new adventurers. In extreme conditions of hunger and dryness, adventurers discover the dead body of a huge monster ...

Adventurers who have escaped from the danger of starvation decide to look for the exit of the dungeon.

Let's eat delicious and strange things and aim to survive.

""Dead Eating Adventure Meshi"" is a survival simulation RPG that aims to survive while collecting food and ingredients in a moving dungeon of monsters and cooking.

The key to adventure is how to use the ingredients, such as eating ""Adventure Meshi"" to strengthen the character and weakening monsters with rotten food.",62
Dying Light 2 Stay Human: Bloody Ties,2022-11-10,M,"The Nightrunners were a sign of better things to come. Unfortunately, all good things eventually come to an end, but for you, this is only the beginning. 

Get ready for the release of Chapter 1: In the Footsteps of a Nightrunner, the biggest free content update since the release. Get ready to meet Harper, a Nightrunner of old. Help him in his efforts to combat the Special Infected that are endangering the people of Villedor.",61
Saints Row,2022-08-23,M,"Developed by Deep Silver Volition, Saints Row is a complete reboot and features a brand new setting, brand new characters and a brand new tone, all refreshed for today’s gamer. Saints Row is set in Santo Ileso, a vibrant fictional city in the American Southwest and one of the most varied and diverse city locations ever built for a Saints Row game. Three friends join you on your incredible journey to become self made. Neenah, the driver and mechanic with Los Panteros, Kevin who is a DJ and a member of The Idols, and Eli who came to Santo Ileso to make his fortune as an entrepreneur. You play as The Boss and get to decide who you want to be, while building your very own criminal empire. Along the way you must take on three brutal enemy factions who currently control Santo Ileso: Los Panteros are the muscle and the power, The Idols are motivated by fame and notoriety, and Marshall Defense Technologies are a private military conglomerate. Players will be able to enjoy seamless and untethered two-player co-op together, whether they’re playing on the PS4 or PS5.  In terms of PS5 specifics, we’re implementing features for next-generation consoles and can’t wait to divulge details closer to the launch of the game.",61
Firewall Ultra,2023-08-24,T,"Firewall Ultra is the next evolution in the Firewall franchise. 

Set 5 years after the original game, the contractors and locations you've grown to love have evolved and moved into the next generation. Since PS VR2 offers a much higher level of visual fidelity with 4K HDR, we've completely remade all character models. The maps have also seen a complete overhaul, with new areas and new textures. There will also be new locations and contractors, but it wouldn't be a Firewall game without the weaponry and equipment, which also feature a much deeper level of customization. 

On top of all that, Firewall Ultra utilizes new PlayStation VR2 Sense Technology features like eye tracking, which enables you to intuitively swap weapons and bring up HUD indicators through cameras built into the PS VR2 headset.",61
Godfall,2020-11-12,T,"Save Aperion. You are the last of the Valorian knights, masters of combat equipped with legendary armor called Valorplates. Ascend in Godfall, a first-of-its-kind, looter-slasher, melee action-RPG.",61
Dynasty Warriors 9 Empires,2022-02-15,T,"Empires, a unique ""Romance of the Three Kingdoms"" experience. Dramatic stories of officers on different sides. All 94 officers who have appeared in DYNASTY WARRIORS 9 are  playable. In addition, players can control all 700 common officers. A major change from previous series titles, areas around castles become battlefields, evolving into “Storming the Castle” instances. Employ strategic Secret Plans and balance Army Affinity to break through the enemy's gate. Defeat the enemy commander in Decisive Battle mode to claim victory of the castle. The Empires series' signature domestic system is back. With a high degree of flexibility, set long and mid term kingdom goals, recruit new officers, procure logistics, and execute a variety of military, economic and diplomatic commands to strive to unify China.",61
Payday 3,2023-09-21,M,"PAYDAY 3 is the sequel to one of the most popular co-op shooters ever. Since its release, PAYDAY-players have been reveling in the thrill of a perfectly planned and executed heist. That’s what makes PAYDAY a high-octane, co-op FPS experience without equal. Step out of retirement back into the life of crime in the shoes of the Payday Gang, the envy of their peers and the nightmare of law-enforcement wherever they go. Several years after the crew’s reign of terror over Washington DC has ended, they assemble once again to deal with the threat that roused them out of early retirement. The legendary Payday Crew, dreaded by the law and underworld alike, is back. Ripped from their peaceful retirement to rejoin the criminal world by a new threat, one born from the chaos the Crew left in their wake. In order to identify and crush this new threat, the Crew is leaving their Washington DC roots behind them and moving to New York City. A new location will bring with it new challenges, but also new opportunities for a heister with a plan. Give outlet to your greed and let loose in PAYDAY 3. In addition to gold, cash and jewelry and any other valuables they might come across, you’ll be able to build a sizable collection of weapons, cosmetics and accolades. It won’t be as simple as showing up and gaining goodies. You’ll have to work hard and plan smart to get away with as much loot as possible. Gain experience, unlock new skills and gain proficiency in weapons to steadily grow your power to handle the tougher challenges. A professional heister knows it takes planning, hard work and a good amount of luck in order to execute a successful heist. In PAYDAY 3 the choice is put in the hands of the players, deciding how to tackle the heist, whether you sneak or go in guns blazing, whether you let your hostages go or keep them around as pawns, whether you go at it alone or bring friends. The choices are endless and in your hands, they will vastly change how the game plays. Not just anyone is worthy of standing at your side for something as important as a heist. Likewise, PAYDAY 3 is best enjoyed with close friends in mind, whether you bring them from your childhood or make them along the road. The PAYDAY-series has always valued the bonds made through hardship and tries to reflect that in the actions and words of our heisters while in the game, and through our community while on the outside.",61
Infinity Strash: Dragon Quest The Adventure of Dai,2023-09-28,T,"Infinity Strash: Dragon Quest: The Adventure of Dai allows players to live through the story of the exhilarating anime series, The Adventure of Dai, first-hand in an action role-playing game that combines stunning visuals with art from the anime and manga.

Infinity Strash: DRAGON QUEST The Adventure of Dai is in development as a simultanious global launch for PlayStation 5, PlayStation 4, Nintendo Switch and PC via Steam.",61
DOLMEN,2022-05-20,T,"Cosmic Horror and Sci-Fi are two ways to talk about Dolmen. It is a third person action game with RPG elements but with a lovecraftian plot that calls players to find what's behind the darkest secret of the universe! A forgotten planet called Revion Prime will be the place where the action takes part. And it won't be easy: Adaptation and exploration will be your main weapons as you craft new items and equipments from your enemies' carcasses! Every step can be your last one!

Use your experience points to improve yourself and face what no human has ever faced. After all, quoting David Hume: ""The life of man is of no greater importance to the universe than that of an oyster."" Maybe he was right Or not.",60
Fort Solis,2023-08-22,M,"Responding to an unusual alarm call from a remote mining base, Jack arrives at the dark and desolate Fort Solis. With storm warnings imminent, he heads inside to make desperate contact. As the night grows longer, events escalate, spiral out of control and the mystery of what happened to the crew begins to reveal itself. The storms is approching, limiting Jack’s escape as he looks to hold out until morning arrives.",60
Dusk Diver 2,2022-08-30,T,"Yang Yumo, a college student with a daily part-time job. Her body had been suffering from the aftermath of the Youshanding incident a year back.

In an ordinary day, Choas Beasts reappeared in the streets of Youshanding, and Yumo had to once again step onto the battlefield!

A journey of adventure and guardianship is about to unfold!!

The fully enhanced Ximending action game sequel! New characters! New scenes! New customizations! It's the all new Dusk Diver 2!!",60
Foreclosed,2021-08-12,M,"FORECLOSED is a narrative-driven action-shooter set in a Cyberpunk world filled with action, suspense, and experimental augmentations. Follow the story of Evan Kapnos, his identity recently Foreclosed, stripped of his job, his brain implants and his access to the city Block-chain, he must now escape before his identity and implants are auctioned off.

An Interactive Graphic Novel and Immersive Narrative

FORECLOSED combines the playability of video games with the sleek visual aesthetic of comic books. Everything from game-play to cinematics are experienced within the stylistic framework of a graphic novel. Full screen and comic panel perspectives are seamlessly blended as you move throughout FORECLOSED's Cyberpunk city, uncovering a gripping conspiracy story. Cutscenes are also interactive and transition smoothly between alternative game-play styles.

Firmware Upgrades

Discover and unlock new abilities with an RPG-like skill system. Upgrade your weapon's potential with futuristic customisations and enhance your brain with implants which provide almost super-human abilities!

Hi-Tech Combat

Utilize experimental augmentations, weapons and tech to fight back against your enemies. Modify your Symbiotic Pistol with Explosive Rounds for maximum damage, or, go silent and equip the Stealth Bullets mod. Learn to control your augmentations to fight opponents and manipulate your surroundings. Acquire superhero-like abilities such as telekinesis to launch your enemies into the air or hurl huge objects at groups. Hack into different systems to create traps or even overload the implants in your enemies heads.",60
Edge Of Eternity,2022-02-10,T,"In a world torn asunder, the people of Heryon wage a desperate war against a mysterious invader, the Archelites. As this conflict against magic and technology grows to cataclysmic proportions, a new threat emerges from the battlefield.

The Corrosion: the Archelites' most cruel weapon, a terrible sickness that poisons the body, twists the limbs and warps people into horrible, misshapen abominations.

A forlorn soldier in this godforsaken war, Daryon is ready to make the ultimate sacrifice for his country... until the day he receives a letter from his sister. Their mother has contracted the fateful disease, and they need him to find a cure.

On that day, Daryon will have to make a choice that will change his life and the fate of his world forever.",60
Curved Space,2021-06-29,E10,Curved Space is an intense arcade-style twin-stick shooter that takes the classic formula and plunges it into the weirdest reaches of space. Battle cosmic space-invading spiders across curved landscapes where bullets hug the terrain while the horizon drops sharply out of sight.,59
Suicide Squad: Kill The Justice League,2024-02-02,M,"Suicide Squad: Kill the Justice League is a new genre-bending action-adventure shooter that can be played solo or with up to four players in online co-op. Based on iconic DC characters and developed by Rocksteady Studios, creators of the Batman: Arkham series, Suicide Squad: Kill the Justice League combines the studio’s signature character-driven story gameplay with third-person shooter action. Featuring an original narrative set in the DC universe, Suicide Squad: Kill the Justice League takes place in a richly detailed open-world Metropolis. The story follows Suicide Squad members Harley Quinn, Deadshot, Captain Boomerang and King Shark who must take on an impossible mission to save Earth and kill the world’s greatest DC Super Heroes, The Justice League. Restrained with lethal explosives implanted in their heads, all four DC Super-Villains have no choice but to band together and carry out this untenable assignment as part of Amanda Waller’s infamous Task Force X. Fans can tailor their experience, whether playing on their own as a single player, switching between characters at will, or teaming up with friends in multiplayer co-op.",59
Rustler,2021-08-31,M,"Become a medieval thug in a crazy open-world action game, full of pop-culture references. Complete insane quests, kill heroes, steal horses, fight guards, rob peasants, listen to some bard music, and much more! All packed in old-school gameplay style!",59
UFO Robot Grendizer: The Feast of the Wolves,2023-11-14,T,"Based on the famous anime adapted from Go Nagai's manga UFO Robo Grendizer, this new action game will grant the nostalgic gamers the chance to play as Duke Fleet and his great robot and enjoy epic adventures.

A unique opportunity to dive head first into an iconic pop culture universe filled with bravery, treason and sensational battles!",59
Tennis World Tour 2,2021-03-25,E,"The market-leading tennis game is back. Play as the world's top players, master each surface, perfect your game and strive to dominate the world circuit. Choose from multiple game modes, with singles and doubles games, local and online.",58
Matchpoint: Tennis Championships,2022-07-07,E,The season starts now – grab your racket and become the world’s next tennis champion! Your opponent is on the court and the crowd waits for a promising challenger for the grand finale… Are you ready for Matchpoint?,58
Death or Treat,2023-05-11,E10,"The Halloween spirit is missing! Play as Scary and help him save HallowTown. 

""Death or Treat"" is a 2D action-roguelite and hack & slash, with handpainted environments and traditional animation. 

Discover a huge world with lots of rooms, explore new maps in every run while you try to survive the hordes of enemies. It's not an easy task, every world is even more tricky than the other. Starting with Darkchat, the Storyum lab, Riptok, the most used app sede, Deviltube, leaders distributing storyum, and the last but not least FaceBoo!, the ultimate epic frontier.

Will you overcome the challenge and dare to defeat Clark Fackerberg?",57
Gungrave G.O.R.E,2022-11-22,M,"In Gungrave G.O.R.E, play the gun-wielding badass anti-hero of your dreams as you mow down tons of enemies in a gory ballet of bullets and experience a story of vengeance, love and loyalty, all in a beautiful third-person action shooter, combining the best that Eastern and Western game design have to offer.

As the titular Gunslinger of Resurrection, you become the badass anti-hero of your dreams, an ultimate killing machine, brutalising your foes without mercy. Taking cover and retreating is not an option for Grave, he only ever goes full steam ahead, preferably right through his enemies.

Stylish third-person shooting meets close-range martial arts, creating seamlessly flowing action as you crush your enemies in a gory ballet of bullets. Utilise your unlimited ammo Cerberus pistols and your transformable EVO-coffin to unleash devastating combos in pursuit of maximum damage and style.",57
Dungeons & Dragons: Dark Alliance,2021-06-22,M,"Band together with friends, near or far, and fight against vicious monsters in the new co-op action RPG from Dungeons & Dragons.",57
Clive 'N' Wrench,2023-02-24,E10,"One fateful morning Professor Nancy Merricarp wakes to find that her proudly displayed time travel blueprints have been nabbed by the downright evil Dr Daucus! Luckily Nancy's cousin, Clive and her apprentice Wrench are there to help pursue the wicked doctor and put an end to his horrid plans! But to do this they must travel through time themselves!

Clive 'N' Wrench is a 3D platformer starring Clive, a rabbit, and Wrench, the literal monkey on his back. Your adventure takes you hurtling through time and space in a 1950's refrigerator on a heroic quest to thwart the tyrannical Dr Daucus and stop his evil plans.",57
New Tales from the Borderlands,2022-10-21,M,"Take a stand against ruthless corporate overlords in this narrative-driven adventure! Within the perpetually war-torn metropolis of Promethea, you'll control Anu, Octavio, and Fran on the worst day of their lives. Help these three lovable losers as they endeavor to change the world (and maybe even save it)! Face down a planetary invasion, vicious vault monster, and cold-hearted capitalist in this cinematic thrill ride where what happens next is up to you! Meet a motley cast full of misfits, assassin bots, and talking guns in this race to the top! It's time to fight back against exploitation and corporate greed. It's time to make Mayhem your business.",57
The Last Oricru,2022-10-13,M,"The Last Oricru is a story-driven action RPG, that puts you in the middle of an ongoing conflict between two races, on a partly terraformed planet, isolated from outer space by a protective barrier. Your decisions will bring interesting twists into the gameplay, as you can heavily influence the conflict and its outcome. You will experience hundreds of intense fights in a brutal medieval meets sci-fi world, where every decision has its consequences.

Level up your hero, improve your skills before facing one of many boss fights and get ready for an unprecedented amount of possibilities.",57
Wanted: Dead,2023-02-14,M,"Wanted: Dead is a new hybrid slasher/shooter from the makers of Ninja Gaiden and Dead or Alive. The game follows a week in life of the Zombie Unit, an elite Hong Kong police squad on a mission to uncover a major corporate conspiracy. 

Play as Lt. Hannah Stone, a hardboiled Hong Kong cop, and plow through mercenaries, gang members and private military contractors in a spectacular cyberpunk adventure.",57
Cricket 24,2023-10-05,E,"Including The Ashes, Big Bash, The Hundred, Caribbean Premier League, and a host of international squads, plus yet to be announced professional Indian T20 teams!

Cricket 24 reimagines and enhances the much loved Cricket 22 to include teams from every corner of the globe, creating the most complete video game simulation of cricket seen to date.

From the cover through to each immersive game mode in Cricket 24, Big Ant Studios continue their commitment to equality and equal representation with both the Men's and Women's cricket having equal representation throughout.",57
Blood Bowl III,2023-02-23,T,"Brutal, crazy, tactical... this is BLOOD BOWL!

The iconic death sport returns with the new video game of fantasy football faithfully using the latest board game rules and new content.

Create your team, then crush, mulch and cheat your way to the top... leaving your opponents in the graveyard.",56
Recompile,2021-08-19,T,"3D sci-fi Metroidvania Recompile features intense combat, tight platforming, super-powered abilities and a unique environmental hacking system. Many obstacles, right down to foes, can be manipulated and bypassed. The story explores many themes from machine sentience to the nature of reality. The player, a rogue program of semi-sentient code, finds themselves trapped in The Mainframe - a sprawling digital wasteland dead-set on deleting trespassers.

Recompile is built around a narrative system unique to the genre. Unlike a typical Metroidvania, it features dynamic outcomes based on play style, meaning player decisions alter the world and can lead to any one of multiple endings.

Challenges include intelligent enemies and intricate environmental puzzles, all requiring the mastery of many unlockable abilities such as time dilation, explosive weaponry and even jetpack flight.",56
Call of Duty: Modern Warfare III,2023-11-10,M,"Modern Warfare 3 delivers a multiplayer experience that continues to raise the bar by focusing on fast-paced, gun-on-gun combat, along with innovative features that support and enhance a large variety of play-styles. Killstreaks have been redesigned, new game modes are being introduced, and a gun progression system evolves your weapons over time. SAVE YOUR NAME. SAVE THE WORLD. Prepare yourself for a cinematic thrill-ride as only Call of Duty can deliver. Engage enemy forces in New York, Paris, Berlin and other attack sites across the globe. The world stands on the brink, and Makarov is intent on bringing civilization to its knees. In this darkest hour, are you willing to do what is necessary? Special Ops returns with a bevy of additions, including 16 new objective-based missions and the all-new Survival Mode. Team up online, locally, or play solo and face endless waves of attacking enemies throughout every multiplayer map. Purchase and customize your weapons, air support, equipment and abilities to stand up against increasingly difficult forces and land a spot on the leaderboards. [Activision]",56
Necromunda: Hired Gun,2021-06-01,M,"The Hunter’s Bounty pack, available with all pre-orders of Necromunda: Hired Gun! Take down marks in style, with a unique knife, stub gun, and outfit skin, as well as a new look for your mastiff’s toy. This product entitles you to download both the digital PS4™ version and the digital PS5™ version of this game. Navigate an ocean of crime and corruption to balance the bloody ecosystem of Necromunda as a merciless hired gun. The money’s good, the dog’s loyal, and the gun’s reliable – but can you survive the hunt? Necromunda: Hired Gun is an indie fast-paced, violent, and thrilling FPS set in the darkest reaches of Warhammer 40,000’s most infamous hive city.

For the right price, eliminate the most notorious gangers and mutants. Your armory is a sprawling arsenal. Your body is enhanced with a dozen customizable augments to run on walls and leap over chasms. Your cyber-mastiff will sniff out and kill enemies for you, while your grappling hook allows quick, agile traversal of the massive environments.

- An indie fast-paced FPS in the Warhammer 40,000 universe
- Upgrade and fight alongside your loyal cyber-mastiff
- Endless weapon and augment customisation
- Upgrade, advance, and level up as you collect bounties",56
Gangs of Sherwood,2023-11-30,T,"Through the powers of the Philosopher's Stones, the armies of the Sheriff of Nottingham are now stronger than ever, and the people of England have never been so oppressed...

Play as Robin, Marian, Friar Tuck or Little John, four heroes with unique, fully customizable gameplay styles, and set out in search of riches to plunder so you can give them to the poor.

From Sherwood Forest to the Sheriff's flying castle, the way forward is blocked by hordes of enemies. Combine the different heroes' combat styles to foil the tyrant's plans and fight performance-enhanced soldiers, formidable war machines and terrifying bosses that you meet as you advance.",55
MX vs ATV Legends,2022-06-28,E,"MX vs ATV Legends is the latest installment within the MX vs ATV offroad racing universe. Players live the fantasy of becoming a world-famous, professional offroad rider. They´ll bask in the glory of fame and the adulation of both fans and sponsors alike while playing the career and online modes. Race in 2 player split-screen and 16-player online mode with squad-based gameplay. Experience the brand new Trails mode for high intensity outdoor racing, - each turn can present new surprises, challenging your drivestyle in new ways. Compete in the new career mode where your choices lead to different paths, sponsorship opportunities and special invitational events. Experience the brand new Trails mode for high intensity outdoor racing, - each turn can present new surprises, challenging your drivestyle in new ways. Feel the refined physics system for higher precision racing even in the toughest situations like riding berms and ruts. Endure dynamic weather like rain and snow which adds a new dynamic to chasing the podium.",55
Grand Theft Auto: The Trilogy - The Definitive Edition,2021-11-11,M,"Three iconic cities, three epic stories. Play the genre-defining classics of the original Grand Theft Auto Trilogy: Grand Theft Auto III, Grand Theft Auto: Vice City and Grand Theft Auto: San Andreas updated for a new generation, now with across-the-board enhancements including brilliant new lighting and environmental upgrades, high-resolution textures, increased draw distances, Grand Theft Auto V-style controls and targeting, and much more, bringing these beloved worlds to life with all new levels of detail.",54
Werewolf: The Apocalypse - Earthblood,2021-02-04,M,"A unique experience full of savage combat and mystical adventures, inspired by the famous role-playing game. You are Cahal, a powerful Garou who chose to go into exile after losing control of his destructive rage. On his quest for redemption and blood, Cahal plays a crucial role in the great war between the Garous and Endron, a powerful oil company that serves the Wyrm, whose destruction is ravaging the planet.
He can transform into a wolf and a Crinos, a huge ferocious beast. Each form has its advantages: the wolf can sneak around undetected, Cahal as a human can interact with other people, and the Werewolf can unleash its rage to tear enemies apart.",54
In Nightmare,2022-03-29,T,"Enter a Chilling Dreamworld of Whimsy and Horror. Closing his heart to reality, our protagonist falls into a deep slumber and awakens in a nightmarish dreamworld. In Nightmare is a narrative-driven horror adventure game combining sneak action with diverse puzzles. It follows a young boy in search for the last hope of love who is working out his own salvation by navigating through his fear. Experiencing effects of a broken family, and the heartache it brings, a young child will escape reality into a dark, whimsical world created from his own memories. This sets him on his journey to uncover what truly lies within. Having suffered in reality, his past trauma turns into terrifying monsters that want to keep him in an eternal nightmare. With the help of his dream spirit, the boy will find ways to sneak past enemies, overcome intricate puzzles, embrace his fear, and uncover the truth so that he may be able to purify the monsters he has created, and finally wake up.

Will you overcome what you fear or be caught in the nightmare?",53
Tennis On-Court,2023-10-17,E,"It's not only a video game, it's real tennis thanks to the experience of Decathlon & Artengo engineers, working every day on the design of tennis equipment : rackets, balls, accessories, ... used by top players on the ATP & WTA tours.

Lift, slice, dropshot, retro, perform all those effects and feel like a real tennis player..

~Foundations~

- Gameplay : Arcade or Realistic, choose your side!
- 3 different types of moving: Teleport, Automatic, Manual
- Fully customizable 3D male & female avatars
- 13 rackets with different characteristics to match with your style.
- 6 incredible stadiums with different evolutive surfaces : clay, grass, hard...
- 5 assists to help you to perform: service hit assist, position assist, ball trajectory correction, ...
- Spectator mode to watch your friends or future opponents performing in live.

~Realism~

- Play with your ball before serving
- 1 handed or 2 handed backhand ? That works!
- Umpire and linesmen are present on the court to follow your matchs
- Playing in a crowded out stadium is perfect for immersion!
- AI is almost human thanks to all motion-captured animations in match.",53
Custom Mech Wars,2023-12-14,T,"Take customization to the extreme with the Omega Customization System and battle with one-of-a-kind combat units in this all-new third-person shooter mecha game.

Not being restricted to bipedal builds, you can freely customize your mechs to include multiple heads, legs, and arms in whatever positions and angles you choose. Depending on the parts you use, the parameters will vary wildly, so you can build mechs with whatever abilities and fighting styles you wish!

Arm your custom mech to the teeth with every weapon imaginable and blast your way through oncoming enemies. Experience the heart-pounding mecha action that only your Omega Customized units can provide. Destroy enemy units, collect their parts, and customize your favorite mechs even more. Complete a variety of missions as you battle, customize, and then battle and customize some more!

Up to four players can cooperate to complete story missions just like in single-player mode. Not only can you experience the rush of tackling missions with friends, but you can show off your favorite mechs you personally customized.",53
Silent Hill: The Short Message,2024-01-31,M,"Anita came to an abandoned apartment to meet her friend Maya, and somehow woke up to find herself trapped in it. She must escape her own fears and the monsters lurking in the corridors, discover the truth behind the events she's trapped in, and try to escape before her own trauma consumes her will to survive.",53
Balan Wonderworld,2021-03-26,E10,"BALAN WONDERWORLD is an action platformer game themed around the Balan Theatre. Led by the enigmatic maestro named Balan, the stars of the show Emma and Leo will use special abilities from a multitude of characterful costumes as they adventure in the bizarre and imaginary land of Wonderworld. Here memories and vistas from the real world mix with the things that people hold dear. Twelve different tales await our stars in the Wonderworld, each with their own unique quirks. They will explore all corners of these labyrinthine stages, filled with a myriad of tricks and traps, to get to the heart of each story.",51
Zorro: The Chronicles,2022-06-16,E10,"Zorro The Chronicles is an exciting and humorous action game that includes combat and exploration scenarios inspired by the TV series. 

Explore 18 levels and adapt your approach according to the situation and enemies. Use cunning to surprise your opponents, sneak around them and explore the surroundings, or take them on in action-filled sword fights.

Protect vulnerable and innocent people from the evil general and his army. Restore justice in 19th century Spanish California.",49
Hellboy: Web of Wyrd,2023-10-18,T,"Built in 1962 by occultist Pasquale Deneveaux, The Butterfly House is more than a mere residence; it's a gateway. Its perverse angles and non-Euclidean geometries were designed with a singular foul purpose in mind: to open doorways into a terrible and fascinating dimension called The Wyrd.

Twenty years later, an agent of the B.P.R.D. is sent on a reconnaissance mission to the mansion and promptly goes missing. It's up to you - Hellboy - and your team of Bureau agents to find your missing colleague and uncover the secrets of The Butterfly House.

During the investigation, you will explore wondrous and strange planes of existence contained within The Wyrd, each one home to powerful monsters, forgotten godforms, magnificent treasures, and powerful secrets. But be warned, because ancient evil stagnates within the furthest reaches of The Wyrd... evil that is eager to be let out.",47
LEGO Brawls,2022-09-02,E10,"Dream up the ultimate minifig brawlers and bash your way through all of your favorite LEGO themes in the first team action brawler set in the LEGO universe.

Design your ultimate LEGO Minifig hero with unique style, strategy and personality. A cactus with an attitude? A scrappy janitor ninja who happens to have fighting chickens? A sledgehammer-swinging clown with a few scores to settle? Sure! Build the ultimate brawler and level them up with unlockable content!

From the swashbuckling shores of Barracuda Bay, to the waterlogged caverns of Ninjago Seabound, to a dusty wild west saloon and the mythical Monkie Kid jungle, all of your favorite LEGO themes are brawlable! Collect unlockable minifigs, power-ups, and emotes along the way.

Battle to the top and track your rank against everyone else in the world! Do you have what it takes to be the best?",46
Crime Boss: Rockay City,2023-06-15,M,"Rockay City. A thriving metropolis with excitement buzzing from the sandy bay to the towering skyscrapers. But beyond the glamour, there is a fierce turf war raging on... After the demise of the previous crime boss, there's an open vacancy for a new King of Rockay City - but it isn't just you who is fighting for the throne. Choose your crew based on their skills and expertise, and execute daring missions with the hopes of walking away with the cash, the turf and, ultimately, the crown.

Crime Boss: Rockay City is an organized crime game combining first-person shooter action and turf wars, playable solo or with friends. Take on the role of Travis Baker - a man with his sights set on becoming the new King of Rockay City, one crime at a time...",43
